Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype
Sphaerodactylus becki,0,0,0.701,0,0.057,0,0.242,Nocturnal
Sphaerodactylus cinereus,0,0,0.759,0,0.046,0,0.195,Nocturnal
Sphaerodactylus clenchi,0,0,0,0.005,0,0.048,0.947,Terrestrial
Sphaerodactylus cochranae,0,0,0.691,0,0.059,0,0.25,Nocturnal
Sphaerodactylus corticola,0,0,0.39,0,0,0,0.61,Terrestrial
Sphaerodactylus cryphius,0,0,0.231,0,0,0,0.769,Terrestrial
Sphaerodactylus darlingtoni,0,0,0,0.016,0,0.007,0.976,Terrestrial
Sphaerodactylus difficilis,0,0,0,0.855,0.008,0,0.137,Scansorial
Sphaerodactylus elegans,0,0,0.776,0,0.043,0,0.181,Nocturnal
Sphaerodactylus elegantulus,0,0,0.309,0,0,0,0.691,Terrestrial
Sphaerodactylus fantasticus,0,0,0,0.016,0,0.007,0.976,Terrestrial
Sphaerodactylus gaigeae,0,0,0,0,0,0,1,Terrestrial
Sphaerodactylus glaucus,0,0,0.701,0,0.057,0,0.242,Nocturnal
Sphaerodactylus graptolaemus,0,0,0.711,0,0.056,0,0.233,Nocturnal
Sphaerodactylus guanajae,0,0,0,0,0,0,1,Terrestrial
Sphaerodactylus homolepis,0,0,0,0.845,0.009,0,0.146,Scansorial
Sphaerodactylus inaguae,0,0,0.681,0,0.061,0,0.258,Nocturnal
Sphaerodactylus kirbyi,0,0,0,0.016,0,0.007,0.976,Terrestrial
Sphaerodactylus klauberi,0,0,0,0,0,0.07,0.93,Terrestrial
Sphaerodactylus ladae,0,0,0.287,0,0,0,0.713,Terrestrial
Sphaerodactylus leonardovaldesi,0,0,0,0.016,0,0.007,0.976,Terrestrial
Sphaerodactylus leucaster,0,0,0.326,0,0,0,0.674,Terrestrial
Sphaerodactylus levinsi,0,0,0,0.015,0,0,0.985,Terrestrial
Sphaerodactylus lineolatus,0,0,0,0.834,0.009,0,0.156,Scansorial
Sphaerodactylus macrolepis,0,0,0,0.003,0,0.056,0.941,Terrestrial
Sphaerodactylus millepunctatus,0,0,0,0.868,0.007,0,0.124,Scansorial
Sphaerodactylus molei,0,0,0,0.79,0.012,0,0.198,Scansorial
Sphaerodactylus monensis,0,0,0,0.014,0,0.016,0.97,Terrestrial
Sphaerodactylus nicholsi,0,0,0.266,0,0,0,0.734,Terrestrial
Sphaerodactylus notatus,0,0,0,0.005,0,0.048,0.947,Terrestrial
Sphaerodactylus pacificus,0,0,0.447,0,0,0.005,0.548,Terrestrial
Sphaerodactylus parkeri,0,0,0.741,0,0.05,0,0.209,Nocturnal
Sphaerodactylus parvus,0,0,0.255,0,0,0,0.745,Terrestrial
Sphaerodactylus plummeri,0,0,0,0,0,0,1,Terrestrial
Sphaerodactylus richardsonii,0,0,0,0,0,0.09,0.91,Terrestrial
Sphaerodactylus roosevelti,0,0,0.776,0,0.043,0,0.181,Nocturnal
Sphaerodactylus rosaurae,0,0,0,0.902,0.006,0,0.093,Scansorial
Sphaerodactylus sabanus,0,0,0.317,0,0,0,0.683,Terrestrial
Sphaerodactylus savagei,0,0,0.721,0,0.054,0,0.225,Nocturnal
Sphaerodactylus sommeri,0,0,0.36,0,0,0,0.64,Terrestrial
Sphaerodactylus sputator,0,0,0.397,0,0,0,0.603,Terrestrial
Sphaerodactylus torrei,0,0,0,0.902,0.006,0,0.093,Scansorial
Sphaerodactylus townsendi,0,0,0,0.014,0,0.016,0.97,Terrestrial
Sphaerodactylus vincenti,0,0,0.784,0,0.042,0,0.175,Nocturnal
Sphenodon punctatus,0,0,0.415,0,0,0.506,0.079,Large
Sphenomorphus bignelli,0,0,0,0.012,0,0.022,0.966,Terrestrial
Sphenomorphus buenloicus,0,0,0,0,0,0.155,0.845,Terrestrial
Sphenomorphus concinnatus,0,0,0,0,0,0.211,0.789,Terrestrial
Sphenomorphus courcyanum,0,0,0,0,0,0.086,0.914,Terrestrial
Sphenomorphus dussumieri,0.001,0,0.002,0.963,0,0.034,0,Scansorial
Sphenomorphus incognitus,0.966,0,0,0,0,0,0.034,Aquatic
Sphenomorphus indicus,0,0,0,0,0,0.321,0.679,Terrestrial
Sphenomorphus jobiensis,0,0,0.433,0,0,0.217,0.349,Nocturnal
Sphenomorphus kinabaluensis,0,0,0,0,0,0.165,0.835,Terrestrial
Sphenomorphus lineopunctulatus,0,0,0,0,0,0.261,0.738,Terrestrial
Sphenomorphus maculatus,0,0,0,0,0,0.211,0.789,Terrestrial
Sphenomorphus multisquamatus,0,0,0,0,0,0.223,0.777,Terrestrial
Sphenomorphus sabanus,0,0,0.001,0.983,0,0.015,0,Scansorial
Sphenomorphus scotophilus,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Sphenomorphus solomonis,0,0,0,0,0.916,0.084,0,Fossorial
Sphenomorphus stellatus,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Sphenomorphus woodfordi,0,0,0,0,0,0.358,0.642,Terrestrial
Spondylurus fulgidus,0.002,0,0.008,0.872,0,0.117,0,Scansorial
Spondylurus sloanii,0,0.857,0,0,0,0.143,0,Herbivorous
Stellagama stellio,0,0.615,0,0,0,0.385,0,Herbivorous
Stenocercus albolineatus,0,0,0,0,0,0.333,0.667,Terrestrial
Stenocercus azureus,0,0,0,0,0,0.308,0.692,Terrestrial
Stenocercus bolivarensis,0.003,0,0.013,0.796,0,0.188,0,Scansorial
Stenocercus caducus,0.003,0,0.014,0.787,0,0.196,0,Scansorial
Stenocercus doellojuradoi,0,0,0,0,0,0.3,0.7,Terrestrial
Stenocercus dumerilii,0,0,0,0,0,0.377,0.623,Terrestrial
Stenocercus roseiventris,0.003,0,0.015,0.764,0,0.217,0,Scansorial
Stenocercus trachycephalus,0,0,0,0,0,0.327,0.673,Terrestrial
Stenocercus varius,0.003,0,0.012,0.812,0,0.173,0,Scansorial
Stenodactylus affinis,0,0,0.445,0,0,0.046,0.509,Terrestrial
Stenodactylus arabicus,0,0,0.406,0,0,0,0.594,Terrestrial
Stenodactylus doriae,0,0,0.44,0,0,0.123,0.438,Nocturnal
Stenodactylus grandiceps,0,0,0.445,0,0,0.034,0.52,Terrestrial
Stenodactylus leptocosymbotes,0,0,0.44,0,0,0.113,0.447,Terrestrial
Stenodactylus mauritanicus,0,0,0.311,0,0,0,0.689,Terrestrial
Stenodactylus petrii,0,0,0.442,0,0,0.085,0.472,Terrestrial
Stenodactylus pulcher,0,0,0.447,0,0,0.003,0.55,Terrestrial
Stenodactylus sharqiyahensis,0,0,0.358,0,0,0,0.642,Terrestrial
Stenodactylus slevini,0,0,0.439,0,0,0.137,0.425,Nocturnal
Stenodactylus sthenodactylus,0,0,0.445,0,0,0.046,0.509,Terrestrial
Stenodactylus yemenensis,0,0,0.445,0,0,0.046,0.509,Terrestrial
Strobilurus torquatus,0.003,0,0.016,0.75,0,0.23,0,Scansorial
Strophurus assimilis,0,0.628,0.372,0,0,0,0,Herbivorous
Strophurus ciliaris,0,0,0.978,0,0,0.022,0,Nocturnal
Strophurus elderi,0,0,0.839,0,0.031,0,0.13,Nocturnal
Strophurus intermedius,0,0,0.986,0,0.003,0,0.011,Nocturnal
Strophurus jeanae,0,0,0.831,0,0.032,0,0.136,Nocturnal
Strophurus krisalys,0,0,0.971,0,0.005,0,0.023,Nocturnal
Strophurus mcmillani,0,0,0.851,0,0.029,0,0.12,Nocturnal
Strophurus michaelseni,0,0,0.924,0,0.015,0,0.061,Nocturnal
Strophurus rankini,0,0,0.909,0,0.017,0,0.074,Nocturnal
Strophurus robinsoni,0,0,0.869,0,0.025,0,0.106,Nocturnal
Strophurus spinigerus,0,0.626,0.374,0,0,0,0,Herbivorous
Strophurus strophurus,0,0,0.971,0,0.005,0,0.023,Nocturnal
Strophurus taeniatus,0,0,0.831,0,0.032,0,0.136,Nocturnal
Strophurus taenicauda,0,0,0.959,0,0.008,0,0.033,Nocturnal
Strophurus wellingtonae,0,0,0.995,0,0,0.005,0,Nocturnal
Strophurus williamsi,0,0,0.944,0,0.011,0,0.045,Nocturnal
Strophurus wilsoni,0,0,0.891,0,0.021,0,0.088,Nocturnal
Takydromus amurensis,0,0,0,0,0,0.258,0.742,Terrestrial
Takydromus formosanus,0,0,0,0,0,0.204,0.796,Terrestrial
Takydromus haughtonianus,0,0,0,0,0,0.186,0.814,Terrestrial
Takydromus khasiensis,0,0,0,0,0,0.242,0.758,Terrestrial
Takydromus kuehnei,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Takydromus sauteri,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Takydromus septentrionalis,0.002,0,0.008,0.879,0,0.111,0,Scansorial
Takydromus sexlineatus,0.001,0,0.005,0.919,0,0.075,0,Scansorial
Takydromus sylvaticus,0,0,0.002,0.974,0,0.024,0,Scansorial
Takydromus tachydromoides,0,0,0,0,0,0.225,0.775,Terrestrial
Takydromus wolteri,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Tarentola angustimentalis,0,0,0.439,0,0,0.135,0.427,Nocturnal
Tarentola annularis,0,0.514,0.315,0,0,0.171,0,Herbivorous
Tarentola boehmei,0,0,0.982,0,0,0.017,0,Nocturnal
Tarentola boettgeri,0,0,0.991,0,0.002,0,0.007,Nocturnal
Tarentola chazaliae,0,0,0.44,0,0,0.115,0.445,Terrestrial
Tarentola crombiei,0,0,0.911,0,0.017,0,0.072,Nocturnal
Tarentola delalandii,0,0,0.974,0,0,0.026,0,Nocturnal
Tarentola deserti,0,0,0.921,0,0,0.079,0,Nocturnal
Tarentola ephippiata,0,0,0.861,0,0,0.139,0,Nocturnal
Tarentola fascicularis,0,0,0.968,0,0,0.032,0,Nocturnal
Tarentola gigas,0,0,0.813,0,0,0.187,0,Nocturnal
Tarentola gomerensis,0,0,0.999,0,0,0,0.001,Nocturnal
Tarentola mauritanica,0,0,0.968,0,0,0.032,0,Nocturnal
Tarentola mindiae,0,0,0.985,0,0,0.015,0,Nocturnal
Tarentola neglecta,0,0,0.986,0,0.003,0,0.011,Nocturnal
Tarentola substituta,0,0,0.951,0,0.009,0,0.039,Nocturnal
Techmarscincus jigurru,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Teira dugesii,0,0.903,0,0,0,0.097,0,Herbivorous
Teius oculatus,0,0.514,0,0,0,0.303,0.184,Herbivorous
Teius suquiensis,0,0.511,0,0,0,0.313,0.176,Herbivorous
Teius teyou,0,0.496,0,0,0,0.365,0.139,Herbivorous
Tenuidactylus caspius,0,0,0.986,0,0.003,0,0.011,Nocturnal
Tenuidactylus fedtschenkoi,0,0.628,0.372,0,0,0,0,Herbivorous
Tenuidactylus longipes,0,0,0.941,0,0.011,0,0.047,Nocturnal
Tenuidactylus turcmenicus,0,0,0.986,0,0.003,0,0.011,Nocturnal
Teratoscincus bedriagai,0,0,0.441,0,0,0.107,0.452,Terrestrial
Teratoscincus keyserlingii,0,0,0.433,0,0,0.223,0.344,Nocturnal
Teratoscincus microlepis,0,0,0.44,0,0,0.119,0.441,Terrestrial
Teratoscincus przewalskii,0,0,0.436,0,0,0.178,0.386,Nocturnal
Teratoscincus roborowskii,0,0,0.436,0,0,0.174,0.39,Nocturnal
Teratoscincus scincus,0,0,0.432,0,0,0.233,0.335,Nocturnal
Tetradactylus africanus,0,0,0,0.076,0.868,0.056,0,Fossorial
Tetradactylus ellenbergeri,0,0,0,0,0,0.124,0.876,Terrestrial
Tetradactylus seps,0,0,0,0,0,0.219,0.781,Terrestrial
Tetradactylus tetradactylus,0,0,0,0,0,0.128,0.872,Terrestrial
Thecadactylus oskrobapreinorum,0,0,0.931,0,0,0.069,0,Nocturnal
Thecadactylus rapicauda,0,0,0.869,0,0,0.131,0,Nocturnal
Thecadactylus solimoensis,0,0,0.869,0,0,0.131,0,Nocturnal
Tiliqua adelaidensis,0,0,0,0,0,0.327,0.673,Terrestrial
Tiliqua gigas,0,0.42,0,0,0,0.58,0,Large
Tiliqua multifasciata,0,0.353,0.149,0,0,0.498,0,Large
Tiliqua nigrolutea,0,0.4,0,0,0,0.6,0,Large
Tiliqua occipitalis,0,0.44,0,0,0,0.559,0.001,Large
Tiliqua rugosa,0,0.414,0,0,0,0.586,0,Large
Tiliqua scincoides,0,0.39,0,0,0,0.61,0,Large
Timon kurdistanicus,0,0,0,0,0,0.381,0.619,Terrestrial
Timon lepidus,0,0.602,0,0,0,0.397,0,Herbivorous
Timon pater,0,0,0,0,0,0.445,0.555,Terrestrial
Timon princeps,0,0,0,0,0,0.41,0.59,Terrestrial
Timon tangitanus,0,0.511,0,0,0,0.311,0.178,Herbivorous
Toropuku stephensi,0,0.617,0.376,0,0,0.007,0,Herbivorous
Trachydactylus spatalurus,0,0,0.442,0,0,0.082,0.476,Terrestrial
Trachylepis acutilabris,0,0,0,0,0,0.171,0.829,Terrestrial
Trachylepis adamastor,0,0.822,0,0,0,0.177,0,Herbivorous
Trachylepis affinis,0.002,0,0.008,0.879,0,0.111,0,Scansorial
Trachylepis albilabris,0,0,0,0,0,0.231,0.769,Terrestrial
Trachylepis albotaeniata,0,0,0,0,0,0.192,0.808,Terrestrial
Trachylepis atlantica,0,0.845,0,0,0,0.155,0,Herbivorous
Trachylepis bayonii,0,0,0,0,0,0.254,0.746,Terrestrial
Trachylepis binotata,0.004,0,0.017,0.734,0,0.245,0,Scansorial
Trachylepis boulengeri,0.003,0,0.014,0.782,0,0.2,0,Scansorial
Trachylepis brevicollis,0,0,0.426,0,0,0.339,0.235,Nocturnal
Trachylepis buettneri,0.002,0,0.01,0.852,0,0.137,0,Scansorial
Trachylepis capensis,0,0,0,0,0,0.389,0.611,Terrestrial
Trachylepis comorensis,0.003,0,0.014,0.782,0,0.2,0,Scansorial
Trachylepis hoeschi,0.003,0,0.012,0.819,0,0.166,0,Scansorial
Trachylepis homalocephala,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Trachylepis infralineata,0,0,0,0,0,0.329,0.671,Terrestrial
Trachylepis irregularis,0,0,0,0,0,0.231,0.769,Terrestrial
Trachylepis lacertiformis,0,0,0,0.98,0.001,0,0.019,Scansorial
Trachylepis laevis,0,0,0.002,0.967,0,0.03,0,Scansorial
Trachylepis loluiensis,0.002,0,0.011,0.831,0,0.156,0,Scansorial
Trachylepis maculilabris,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Trachylepis margaritifera,0.003,0,0.016,0.759,0,0.222,0,Scansorial
Trachylepis megalura,0.002,0,0.008,0.87,0,0.12,0,Scansorial
Trachylepis occidentalis,0,0,0,0,0,0.346,0.654,Terrestrial
Trachylepis pendeana,0.002,0,0.007,0.886,0,0.105,0,Scansorial
Trachylepis perrotetii,0,0,0,0,0,0.468,0.532,Terrestrial
Trachylepis planifrons,0.003,0,0.015,0.771,0,0.211,0,Scansorial
Trachylepis polytropis,0,0,0,0,0,0.344,0.655,Terrestrial
Trachylepis punctatissima,0.003,0,0.013,0.796,0,0.188,0,Scansorial
Trachylepis punctulata,0,0,0.001,0.983,0,0.015,0,Scansorial
Trachylepis quinquetaeniata,0,0.738,0,0,0,0.262,0,Herbivorous
Trachylepis sechellensis,0,0.835,0,0,0,0.165,0,Herbivorous
Trachylepis sparsa,0.003,0,0.013,0.794,0,0.19,0,Scansorial
Trachylepis spilogaster,0.002,0,0.01,0.842,0,0.145,0,Scansorial
Trachylepis striata,0.003,0,0.014,0.78,0,0.203,0,Scansorial
Trachylepis sulcata,0.003,0,0.014,0.787,0,0.196,0,Scansorial
Trachylepis tessellata,0.003,0,0.012,0.819,0,0.166,0,Scansorial
Trachylepis thomensis,0,0,0,0,0,0.304,0.696,Terrestrial
Trachylepis varia,0.001,0,0.005,0.93,0,0.064,0,Scansorial
Trachylepis variegata,0,0,0,0.998,0,0,0.002,Scansorial
Trachylepis wrightii,0,0.722,0,0,0,0.278,0,Herbivorous
Trapelus agilis,0,0,0,0,0,0.383,0.617,Terrestrial
Trapelus agnetae,0,0.531,0,0,0,0.243,0.226,Herbivorous
Trapelus flavimaculatus,0.004,0,0.02,0.692,0,0.283,0,Scansorial
Trapelus jayakari,0.005,0,0.023,0.641,0,0.33,0,Scansorial
Trapelus megalonyx,0,0.548,0,0,0,0.183,0.269,Herbivorous
Trapelus mutabilis,0,0.526,0,0,0,0.259,0.215,Herbivorous
Trapelus rubrigularis,0,0,0,0,0,0.331,0.669,Terrestrial
Trapelus ruderatus,0.004,0,0.021,0.681,0,0.294,0,Scansorial
Trapelus sanguinolentus,0,0.643,0,0,0,0.357,0,Herbivorous
Trapelus savignii,0,0,0,0,0,0.399,0.601,Terrestrial
Trapelus tournevillei,0.003,0,0.015,0.775,0,0.207,0,Scansorial
Tretioscincus agilis,0.001,0,0.003,0.956,0,0.041,0,Scansorial
Tretioscincus bifasciatus,0,0,0,0,0,0.175,0.825,Terrestrial
Tretioscincus oriximinensis,0,0,0,0,0,0.146,0.854,Terrestrial
Tribolonotus blanchardi,0,0,0,0.124,0.877,0,0,Fossorial
Tribolonotus gracilis,0,0,0,0,0,0.316,0.684,Terrestrial
Tribolonotus ponceleti,0,0,0,0,0.822,0.178,0,Fossorial
Tribolonotus pseudoponceleti,0,0,0,0,0,0.234,0.766,Terrestrial
Trioceros affinis,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Trioceros bitaeniatus,0.002,0,0.011,0.833,0,0.154,0,Scansorial
Trioceros cristatus,0.004,0,0.021,0.685,0,0.29,0,Scansorial
Trioceros deremensis,0.005,0,0.021,0.676,0,0.298,0,Scansorial
Trioceros ellioti,0.003,0,0.012,0.819,0,0.166,0,Scansorial
Trioceros fuelleborni,0.003,0,0.013,0.798,0,0.186,0,Scansorial
Trioceros goetzei,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Trioceros hoehnelii,0.003,0,0.014,0.787,0,0.196,0,Scansorial
Trioceros incornutus,0.002,0,0.011,0.831,0,0.156,0,Scansorial
Trioceros ituriensis,0.004,0,0.017,0.741,0,0.239,0,Scansorial
Trioceros jacksonii,0.005,0,0.021,0.674,0,0.3,0,Scansorial
Trioceros johnstoni,0.004,0,0.017,0.741,0,0.239,0,Scansorial
Trioceros kinangopensis,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Trioceros laterispinis,0.002,0,0.008,0.875,0,0.115,0,Scansorial
Trioceros marsabitensis,0.002,0,0.01,0.852,0,0.137,0,Scansorial
Trioceros melleri,0,0.6,0,0,0,0.399,0,Herbivorous
Trioceros montium,0.003,0,0.016,0.759,0,0.222,0,Scansorial
Trioceros narraioca,0.002,0,0.01,0.852,0,0.137,0,Scansorial
Trioceros ntunte,0.002,0,0.008,0.875,0,0.115,0,Scansorial
Trioceros oweni,0.004,0,0.019,0.706,0,0.271,0,Scansorial
Trioceros pfefferi,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Trioceros quadricornis,0.005,0,0.021,0.671,0,0.303,0,Scansorial
Trioceros rudis,0.002,0,0.007,0.889,0,0.103,0,Scansorial
Trioceros schubotzi,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Trioceros tempeli,0.003,0,0.015,0.778,0,0.205,0,Scansorial
Trioceros werneri,0.003,0,0.013,0.803,0,0.181,0,Scansorial
Trogonophis wiegmanni,0,0,0,0,0.894,0.106,0,Fossorial
Tropidophorus assamensis,0.892,0,0.084,0,0.025,0,0,Aquatic
Tropidophorus baviensis,0.906,0,0.094,0,0,0,0,Aquatic
Tropidophorus beccarii,0.954,0,0,0,0,0,0.046,Aquatic
Tropidophorus berdmorei,0.954,0,0,0,0,0,0.046,Aquatic
Tropidophorus cocincinensis,0.958,0,0,0,0,0,0.042,Aquatic
Tropidophorus grayi,0.974,0,0,0,0,0,0.026,Aquatic
Tropidophorus hainanus,0.903,0,0,0,0,0,0.097,Aquatic
Tropidophorus laotus,0.905,0,0.095,0,0,0,0,Aquatic
Tropidophorus microlepis,0.901,0,0.099,0,0.001,0,0,Aquatic
Tropidophorus noggei,0,0,0.916,0,0,0.083,0,Nocturnal
Tropidophorus sinicus,0.894,0,0.087,0,0.02,0,0,Aquatic
Tropidophorus thai,0.935,0,0,0,0,0,0.065,Aquatic
Tropidosaura cottrelli,0.001,0,0.006,0.909,0,0.083,0,Scansorial
Tropidosaura gularis,0.001,0,0.003,0.953,0,0.043,0,Scansorial
Tropidosaura montana,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Tropidoscincus variabilis,0,0,0,0,0,0.294,0.706,Terrestrial
Tropidurus callathelys,0.003,0,0.015,0.773,0,0.209,0,Scansorial
Tropidurus chromatops,0.004,0,0.017,0.743,0,0.237,0,Scansorial
Tropidurus cocorobensis,0,0.544,0,0,0,0.197,0.259,Herbivorous
Tropidurus etheridgei,0,0.776,0,0,0,0.224,0,Herbivorous
Tropidurus guarani,0.004,0,0.018,0.729,0,0.249,0,Scansorial
Tropidurus hispidus,0,0.732,0,0,0,0.268,0,Herbivorous
Tropidurus hygomi,0,0,0,0,0,0.3,0.7,Terrestrial
Tropidurus itambere,0.003,0,0.014,0.782,0,0.2,0,Scansorial
Tropidurus lagunablanca,0.004,0,0.017,0.734,0,0.245,0,Scansorial
Tropidurus melanopleurus,0.004,0,0.017,0.743,0,0.237,0,Scansorial
Tropidurus montanus,0.003,0,0.015,0.771,0,0.211,0,Scansorial
Tropidurus oreadicus,0,0.772,0,0,0,0.228,0,Herbivorous
Tropidurus psammonastes,0,0.524,0,0,0,0.265,0.21,Herbivorous
Tropidurus semitaeniatus,0,0.81,0,0,0,0.19,0,Herbivorous
Tropidurus spinulosus,0,0.73,0,0,0,0.27,0,Herbivorous
Tropidurus torquatus,0,0.74,0,0,0,0.26,0,Herbivorous
Tropidurus xanthochilus,0.004,0,0.019,0.706,0,0.271,0,Scansorial
Tropiocolotes algericus,0,0,0.756,0,0.047,0,0.197,Nocturnal
Tropiocolotes bisharicus,0,0,0.703,0,0.057,0,0.24,Nocturnal
Tropiocolotes nattereri,0,0,0.319,0,0,0,0.681,Terrestrial
Tropiocolotes steudneri,0,0,0.736,0,0.051,0,0.213,Nocturnal
Tropiocolotes tripolitanus,0,0,0.373,0,0,0,0.627,Terrestrial
Tukutuku rakiurae,0,0.637,0.363,0,0,0,0,Herbivorous
Tumbunascincus luteilateralis,0,0,0,0,0,0.339,0.661,Terrestrial
Tupinambis cryptus,0,0.37,0,0,0,0.63,0,Large
Tupinambis longilineus,0,0,0,0,0,0.553,0.447,Large
Tupinambis quadrilineatus,0,0.449,0,0,0,0.528,0.023,Large
Tupinambis teguixin,0,0.301,0,0,0,0.699,0,Large
Tympanocryptis centralis,0.001,0,0.003,0.96,0,0.037,0,Scansorial
Tympanocryptis cephalus,0,0,0,0,0,0.229,0.771,Terrestrial
Tympanocryptis intima,0.001,0,0.005,0.928,0,0.066,0,Scansorial
Tympanocryptis lineata,0,0.905,0,0,0,0.095,0,Herbivorous
Tympanocryptis tetraporophora,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Typhlacontias brevipes,0,0,0.02,0,0.949,0.031,0,Fossorial
Typhlacontias rohani,0,0,0.025,0,0.975,0,0,Fossorial
Typhlosaurus braini,0,0,0,0,0.903,0.097,0,Fossorial
Uma cowlesi,0,0.514,0,0,0,0.301,0.185,Herbivorous
Uma exsul,0,0.527,0,0,0,0.257,0.216,Herbivorous
Uma inornata,0,0.512,0,0,0,0.309,0.179,Herbivorous
Uma notata,0,0.513,0,0,0,0.305,0.182,Herbivorous
Uma paraphygas,0,0.535,0,0,0,0.228,0.237,Herbivorous
Uma scoparia,0,0.517,0,0,0,0.292,0.191,Herbivorous
Underwoodisaurus milii,0,0,0.939,0,0,0.061,0,Nocturnal
Underwoodisaurus seorsus,0,0,0.96,0,0,0.04,0,Nocturnal
Uracentron azureum,0.003,0,0.013,0.803,0,0.181,0,Scansorial
Uracentron flaviceps,0.004,0,0.02,0.697,0,0.279,0,Scansorial
Uranoscodon superciliosus,0.981,0,0,0,0,0.019,0,Aquatic
Urocotyledon palmata,0,0,0.891,0,0.021,0,0.088,Nocturnal
Uromastyx acanthinura,0,0.354,0,0,0,0.646,0,Large
Uromastyx aegyptia,0,0.342,0,0,0,0.658,0,Large
Uromastyx alfredschmidti,0,0.588,0,0,0,0.412,0,Herbivorous
Uromastyx benti,0,0.633,0,0,0,0.367,0,Herbivorous
Uromastyx dispar,0,0.458,0,0,0,0.497,0.045,Large
Uromastyx geyri,0,0.631,0,0,0,0.369,0,Herbivorous
Uromastyx macfadyeni,0,0.509,0,0,0,0.317,0.173,Herbivorous
Uromastyx nigriventris,0,0.452,0,0,0,0.518,0.03,Large
Uromastyx occidentalis,0,0.424,0,0,0,0.576,0,Large
Uromastyx ocellata,0,0.663,0,0,0,0.337,0,Herbivorous
Uromastyx ornata,0,0.615,0,0,0,0.385,0,Herbivorous
Uromastyx princeps,0,0.655,0,0,0,0.345,0,Herbivorous
Uromastyx thomasi,0,0.474,0,0,0,0.441,0.085,Herbivorous
Uroplatus alluaudi,0,0,0.984,0,0.003,0,0.013,Nocturnal
Uroplatus ebenaui,0,0,0.949,0,0.01,0,0.041,Nocturnal
Uroplatus fimbriatus,0,0,0.791,0,0,0.209,0,Nocturnal
Uroplatus finiavana,0,0,0.926,0,0.014,0,0.059,Nocturnal
Uroplatus giganteus,0,0,0.784,0,0,0.216,0,Nocturnal
Uroplatus guentheri,0,0,0.984,0,0.003,0,0.013,Nocturnal
Uroplatus henkeli,0,0,0.84,0,0,0.16,0,Nocturnal
Uroplatus lineatus,0,0,0.824,0,0,0.176,0,Nocturnal
Uroplatus malahelo,0,0,0.984,0,0.003,0,0.013,Nocturnal
Uroplatus malama,0,0,0.979,0,0.004,0,0.017,Nocturnal
Uroplatus phantasticus,0,0,0.993,0,0,0.007,0,Nocturnal
Uroplatus pietschmanni,0,0,0.991,0,0.002,0,0.007,Nocturnal
Uroplatus sikorae,0,0,0.904,0,0,0.096,0,Nocturnal
Urosaurus auriculatus,0,0.891,0,0,0,0.109,0,Herbivorous
Urosaurus bicarinatus,0.001,0,0.007,0.896,0,0.096,0,Scansorial
Urosaurus clarionensis,0.001,0,0.007,0.896,0,0.096,0,Scansorial
Urosaurus graciosus,0.002,0,0.008,0.884,0,0.107,0,Scansorial
Urosaurus lahtelai,0,0.948,0,0,0,0.052,0,Herbivorous
Urosaurus nigricaudus,0.001,0,0.007,0.893,0,0.098,0,Scansorial
Urosaurus ornatus,0.002,0,0.008,0.879,0,0.111,0,Scansorial
Urostrophus gallardoi,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Uta encantadae,0,0.907,0,0,0,0.093,0,Herbivorous
Uta lowei,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Uta nolascensis,0,0.962,0,0,0,0.038,0,Herbivorous
Uta palmeri,0,0.865,0,0,0,0.135,0,Herbivorous
Uta squamata,0,0.952,0,0,0,0.048,0,Herbivorous
Uta stansburiana,0.002,0,0.01,0.849,0,0.139,0,Scansorial
Uta tumidarostra,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Uvidicolus sphyrurus,0,0,0.442,0,0,0.091,0.467,Terrestrial
Vanzosaura multiscutata,0,0,0,0.002,0,0.058,0.94,Terrestrial
Vanzosaura rubricauda,0,0,0,0.13,0.87,0,0,Fossorial
Vanzosaura savanicola,0,0,0,0.008,0,0.038,0.954,Terrestrial
Varanus acanthurus,0.006,0,0.029,0.558,0,0.407,0,Scansorial
Varanus albigularis,0.012,0,0.055,0.161,0,0.773,0,Large
Varanus auffenbergi,0.005,0,0.025,0.623,0,0.347,0,Scansorial
Varanus bangonorum,0.901,0,0,0,0,0.099,0,Aquatic
Varanus baritji,0.006,0,0.029,0.556,0,0.409,0,Scansorial
Varanus beccarii,0.008,0,0.035,0.459,0,0.498,0,Large
Varanus bengalensis,0,0,0,0,0,0.873,0.126,Large
